City,Month,PM2.5,PM10,NO,NO2,NOx,CO,O3,AQI,AQI_Bucket
Mumbai,July,14.72,82.21,11.01,17.39,28.4,1.23,25.82,72,Satisfactory
Mumbai,July,19.26,93.35,10.72,16.22,26.96,1.2,26.07,84,Satisfactory
Mumbai,July,13.43,89.58,9.86,15.37,25.24,1.16,33.28,60,Satisfactory
Mumbai,July,15.67,77.37,10.53,16.43,26.96,1.17,30.01,69,Satisfactory
Mumbai,July,16.43,72.12,10.75,16.38,27.14,1.22,28.73,80,Satisfactory
Mumbai,July,23.32,60.58,9.09,17.66,26.75,1.25,25.99,70,Satisfactory
Mumbai,July,46.76,73.6,4.55,14.7,19.23,1.2,24.56,82,Satisfactory
Mumbai,July,16.52,67.74,10.53,18.31,28.85,1.24,27.49,70,Satisfactory
Mumbai,July,15,65.59,10.13,16.98,27.11,1.04,29.34,66,Satisfactory
Mumbai,July,15.37,58.9,10.26,16.35,26.61,1.02,24.89,62,Satisfactory
Mumbai,July,14.24,56.91,11.01,17.29,28.31,1.07,26.77,63,Satisfactory
Mumbai,July,15.24,53.79,13.13,16.18,29.31,1.1,18.72,61,Satisfactory
Mumbai,July,16.28,54.45,12.84,14.54,27.38,1.05,22.01,61,Satisfactory
Mumbai,July,15.88,62.28,16.02,13.72,29.75,1.15,21.87,60,Satisfactory
Mumbai,July,13.23,52.16,13.76,12.4,26.17,1.14,22.52,63,Satisfactory
Mumbai,July,14.11,53.33,15.2,12.74,27.95,1.14,22.15,62,Satisfactory
Mumbai,July,13.39,52.3,18.68,13.83,32.49,1.05,21.91,62,Satisfactory
Mumbai,July,15.45,50.4,14.19,11.65,25.84,1.15,21.34,64,Satisfactory
Mumbai,July,16.22,61.49,8.42,15.83,24.25,1.23,24.03,44,Good
Mumbai,August,14.71,65.57,8.07,15.46,23.54,1.16,23.69,64,Satisfactory
Mumbai,August,14.87,56.31,11.9,32.71,45.5,1.2,33.07,84,Satisfactory
Mumbai,August,17.72,48.66,12.25,48.29,58.01,1.18,18.65,75,Satisfactory
Mumbai,August,10.36,44.69,12.66,20.48,27.66,1.19,28.24,65,Satisfactory
Mumbai,August,9.21,41.44,15.48,22.23,37.71,1.17,27.3,64,Satisfactory
Mumbai,August,11.21,43.37,16.13,14.63,30.76,1.2,27.19,66,Satisfactory
Mumbai,August,12.65,51.97,14.45,20.24,34.7,1.21,28.15,66,Satisfactory
Mumbai,August,13.33,54.43,12.68,20.09,32.78,1.2,26.99,67,Satisfactory
Mumbai,August,11.61,46.49,13.13,31.78,44.92,1.21,32.95,67,Satisfactory
Mumbai,August,12.59,48.67,13.29,20.2,33.44,1.22,35.23,69,Satisfactory
Mumbai,August,11.7,40.69,14.08,21.17,35.26,1.24,39.1,67,Satisfactory
Mumbai,August,9.7,42.34,12.42,20.86,33.28,1.22,38.31,67,Satisfactory
Mumbai,August,12.94,45.15,13.18,17.76,30.93,1.14,37.65,68,Satisfactory
Mumbai,August,80.13,64.24,15.43,20.85,36.28,0.91,39.5,107,Moderate
Mumbai,August,26.83,90.14,16.22,22.03,38.26,1.12,44.31,93,Satisfactory
Mumbai,August,26.49,91.07,15.76,22.23,38,1.1,41.44,90,Satisfactory
Mumbai,August,23.72,74.6,14.51,21.08,35.6,1.09,41.28,83,Satisfactory
Mumbai,August,24.15,73.99,16.42,23.64,40.06,1.06,41.67,74,Satisfactory
Mumbai,August,22.94,84.4,15.52,19.22,34.74,1.02,44.15,76,Satisfactory
Mumbai,August,26.68,75.24,17.67,20.96,38.63,0.99,37.31,81,Satisfactory
Mumbai,August,30.76,69.36,18.75,24.6,43.35,1.02,46.32,95,Satisfactory
Mumbai,August,25.47,61.36,14.19,22.08,36.26,1.03,47.18,64,Satisfactory
Mumbai,August,23.11,62.32,16.75,26.84,43.6,1.01,45.22,65,Satisfactory
Mumbai,August,18.94,53.7,14.7,26.94,41.59,1.18,48.58,65,Satisfactory
Mumbai,August,25.28,55.95,14.09,26.13,40.23,1.33,49.66,70,Satisfactory
Mumbai,August,23.62,54.02,14.61,24.89,39.51,1.36,55.14,72,Satisfactory
Mumbai,August,26.46,65.51,36.47,30.42,66.89,1.44,49.99,77,Satisfactory
Mumbai,August,30.97,75.3,22.59,33.37,55.98,1.39,54.83,100,Satisfactory
Mumbai,August,28.58,70.91,10.63,32.46,43.09,1.31,45.71,77,Satisfactory
Mumbai,August,26.49,67.74,9.12,31.34,40.48,1.29,47.01,71,Satisfactory
Mumbai,August,25.69,61.92,12.02,29.3,41.33,1.31,48.2,70,Satisfactory
Mumbai,September,28.24,71.66,14.73,27.72,42.45,1.31,44.98,71,Satisfactory
Mumbai,September,24.03,56.21,13.42,25.98,39.41,1.32,47.94,70,Satisfactory
Mumbai,September,26.35,57.69,15.1,23.5,38.61,1.31,49.4,69,Satisfactory
Mumbai,September,23.49,54.7,17.67,20.7,38.38,1.31,42.47,70,Satisfactory
Mumbai,September,22.67,56.3,13.13,24.62,37.66,1.23,46.98,68,Satisfactory
Mumbai,September,25.5,60.73,10.1,26.53,35.96,0.98,43.64,60,Satisfactory
Mumbai,September,27.31,67.46,14.55,31.49,46.03,0.97,39.31,65,Satisfactory
Mumbai,September,26.77,64.56,13.03,30.32,43.35,0.99,42.69,67,Satisfactory
Mumbai,September,24.28,67.13,18.89,31.12,49.99,1.1,39.83,70,Satisfactory
Mumbai,September,21.84,63.71,55.28,26.24,80.08,1.27,24.91,84,Satisfactory
Mumbai,September,26.76,72.02,51.88,23.19,74.94,1.55,22.46,106,Moderate
Mumbai,September,21.64,53.58,31.75,21.46,53.21,1.41,23.67,89,Satisfactory
Mumbai,September,19.28,48.32,34.93,21.2,56.14,1.44,25.68,82,Satisfactory
Mumbai,September,23.52,57.14,37.65,22.87,60.46,1.57,27.03,89,Satisfactory
Mumbai,September,22.09,67.31,31.31,24.76,56.08,1.77,30.62,102,Moderate
Mumbai,September,25.6,76.8,29.74,25.68,55.42,1.77,33.62,103,Moderate
Mumbai,September,20.37,68,27.73,21.88,49.61,1.62,30.21,93,Satisfactory
Mumbai,September,25.51,78.16,30.13,22.65,52.76,1.58,30.93,93,Satisfactory
Mumbai,September,17.68,55.13,20.54,23.5,44.02,1.39,28.35,78,Satisfactory
Mumbai,September,25.44,91.8,33.4,26.19,59.59,1.7,37.93,100,Satisfactory
Mumbai,September,42.73,114.46,38.25,28.18,66.41,1.92,43.7,113,Moderate
Mumbai,September,31.22,59.71,16.24,21.98,38.19,1.35,49.13,80,Satisfactory
Mumbai,September,35.95,66.06,22.8,25.3,48.11,1.5,45.84,82,Satisfactory
Mumbai,September,33.06,70.44,33.91,23.98,57.89,1.6,46.51,104,Moderate
Mumbai,September,33.86,77.88,26.2,25.06,51.09,1.55,36.72,92,Satisfactory
Mumbai,September,32.52,71.2,22.16,29.12,51.22,1.57,38.59,91,Satisfactory
Mumbai,September,37.21,76.15,40.21,33.05,73.08,1.58,49.45,90,Satisfactory
Mumbai,September,44.86,107.68,51.26,37.4,88.2,2,50.39,108,Moderate
Mumbai,September,44.05,112.39,41.92,31.84,73.78,1.94,47.98,106,Moderate
Mumbai,September,54.77,141.2,44.46,32.42,76.87,2.32,55.94,122,Moderate
Mumbai,October,49.35,130.79,40.14,31.92,71.83,2.21,46.39,128,Moderate
Mumbai,October,49.52,116.69,44.32,36.92,81.23,2,49.69,111,Moderate
Mumbai,October,50.87,122.42,25.36,34,59.36,1.95,60.44,122,Moderate
Mumbai,October,43.4,99.57,23.44,29.79,53.24,2.09,47.73,110,Moderate
Mumbai,October,42.12,103.91,33.2,29.9,63.09,2.14,41.95,106,Moderate
Mumbai,October,48.16,122.98,39.6,29.55,69.14,2.13,41.35,117,Moderate
Mumbai,October,54.76,118.68,30.75,31.68,62.43,1.89,52.25,112,Moderate
Mumbai,October,48.6,106.14,24.79,31.1,55.91,1.76,64.18,109,Moderate
Mumbai,October,45.06,100.44,22.78,24.85,47.6,1.75,66.08,103,Moderate
Mumbai,October,42.82,100.02,31.63,27.69,57.87,1.69,59.75,104,Moderate
Mumbai,October,34.35,89.58,37.28,21.34,58.63,1.66,66.49,100,Satisfactory
Mumbai,October,44.57,118.82,35.41,31.55,66.67,1.76,65.46,105,Moderate
Mumbai,October,54.92,167.05,37.1,28.09,65.19,1.91,74.19,136,Moderate
Mumbai,October,48.18,166.65,43.01,30.08,73.09,2.18,49.91,149,Moderate
Mumbai,October,49.42,153.48,47.95,32.3,80.26,2.34,51.95,135,Moderate
Mumbai,October,54.25,158.76,48.94,33.31,82.26,2.41,52.22,142,Moderate
Mumbai,October,46.14,129.95,44.23,31.55,75.79,1.96,52.39,130,Moderate
Mumbai,October,26.07,71.72,42.65,29.06,71.72,1.7,58.18,132,Moderate
Mumbai,October,49.65,137.14,37.8,24.75,62.56,1.54,71.31,150,Moderate
Mumbai,October,45.04,153.14,41.17,19.69,60.86,2.38,25.53,123,Moderate
Mumbai,October,52.53,166.96,45.57,19.54,65.11,2.59,26.01,146,Moderate
Mumbai,October,39.38,115.93,35.15,19.51,54.67,1.93,24.46,118,Moderate
Mumbai,October,54,172.6,40.88,21.46,62.35,2.65,27.42,136,Moderate
Mumbai,October,36.32,109.1,48.67,36.88,86.04,1.87,32.52,110,Moderate
Mumbai,October,41.76,111.56,36.52,38.88,75.41,1.95,37.97,106,Moderate
Mumbai,November,49.85,138.28,66.92,60.47,127.38,2.1,39.87,141,Moderate
Mumbai,November,41.8,120.59,61.25,58.64,119.9,2.02,44.23,138,Moderate
Mumbai,November,40.22,100.16,50.57,50.71,101.3,1.95,41.95,132,Moderate
Mumbai,November,37.39,78.33,27.56,30.41,57.99,1.71,55.14,100,Satisfactory
Mumbai,November,34.93,68.37,29.87,35.62,65.45,1.74,43.27,102,Moderate
Mumbai,November,65.23,152.2,52.23,41.32,93.55,2.14,47.33,112,Moderate
Mumbai,November,56.06,149.49,72.48,44.82,117.3,2.59,58.48,146,Moderate
Mumbai,November,51.04,133.23,27.94,29.43,58.83,2.1,67.98,123,Moderate
Mumbai,November,48.02,132.29,52.75,37.39,90.14,2.3,56.49,132,Moderate
Mumbai,November,49.79,132.08,52.43,49.29,101.75,2.33,64.87,122,Moderate
Mumbai,November,51.3,136.44,64.48,59.6,124.09,2.35,57.12,147,Moderate
Mumbai,November,65.09,171.12,63.09,42.15,105.25,2.83,79.13,153,Moderate
Mumbai,November,48.76,141.23,46.23,38.64,84.87,2.61,53.93,125,Moderate
Mumbai,November,51.75,171.43,55.21,39.13,94.35,2.89,64.37,145,Moderate
Mumbai,November,63.19,179.98,57.34,38.66,96,3.07,61.74,169,Moderate
Mumbai,November,57.74,161.37,47.61,50.01,97.62,2.87,51.25,143,Moderate
Mumbai,November,55.7,175.73,47.11,49.82,96.93,2.83,65.33,149,Moderate
Mumbai,November,53.71,170.39,44.84,39.31,84.16,2.85,65.15,146,Moderate
Mumbai,November,56.87,175.08,40.31,37.29,77.61,2.93,69.6,158,Moderate
Mumbai,December,62.05,196.83,47.03,41.17,88.2,3.02,63.12,154,Moderate
Mumbai,December,62.82,202.58,46.9,36.12,83.02,2.21,71.9,172,Moderate
Mumbai,December,76.86,215.08,38.47,43.27,81.73,1.89,74.46,174,Moderate
Mumbai,December,65.54,187.09,54.68,60.53,115.22,2.42,65.87,168,Moderate
Mumbai,December,70.04,170.19,64.5,56,120.51,2.63,49.86,176,Moderate
Mumbai,December,54.61,165.03,44.06,42.91,86.97,2.06,44.72,140,Moderate
Mumbai,December,63.47,193.53,47.32,46.77,94.1,2.34,50.4,152,Moderate
Mumbai,December,56.9,169.94,28.22,43.94,72.16,2.12,50.29,158,Moderate
Mumbai,December,51.82,151.5,21.34,45.25,66.57,1.79,49.03,137,Moderate
Mumbai,December,49.73,154.09,27.81,65.26,93.04,1.91,43.06,138,Moderate
Mumbai,December,38.67,121.78,32.36,57.01,89.14,1.81,40.93,124,Moderate
Mumbai,December,50.03,142.34,28.34,61.56,89.36,1.81,45.61,117,Moderate
Mumbai,December,61.98,148.08,47.78,50.13,97.88,1.81,35.55,123,Moderate
Mumbai,December,57.49,159.6,40.58,44.05,84.54,1.87,38.71,136,Moderate
Mumbai,December,56.54,155.32,30.17,36.6,66.74,1.8,43.55,146,Moderate
Mumbai,December,50.82,135.22,36.94,37.73,67.63,1.7,43,128,Moderate
Mumbai,December,63.59,165.21,58.47,49.72,105.66,1.9,53.08,136,Moderate
Mumbai,December,50.75,130.15,34.57,70.55,104.68,1.74,42.96,135,Moderate
Mumbai,December,52.93,143.39,37.82,65.68,103.29,1.9,47.82,123,Moderate
Mumbai,December,88.48,203,70.22,37.83,107.87,2.72,60.08,210,Poor
Mumbai,December,68.03,137.58,32.12,49.5,80.71,1.86,46.46,149,Moderate
Mumbai,December,67.26,133.78,43.87,50.21,93.15,1.81,33.39,119,Moderate
Mumbai,December,69.88,152.97,56.22,52.64,108.22,2.03,37.61,130,Moderate
Mumbai,December,65.85,137.97,58.08,69.41,127.32,2.05,37.22,143,Moderate
Mumbai,January,75.92,216.49,61.9,64.59,126.48,2.76,63.06,180,Moderate
Mumbai,January,81.14,233.06,49.18,60,109.19,2.76,62.05,183,Moderate
Mumbai,January,52.78,164.07,41.1,67.79,99.42,2.18,48.85,156,Moderate
Mumbai,January,57.44,177.25,54.09,56.98,111.08,2.75,67.66,156,Moderate
Mumbai,January,71.68,199.89,57.69,48.59,106.29,2.49,85.19,150,Moderate
Mumbai,January,84.32,250.65,70.11,50.68,120.77,3.01,69.71,199,Moderate
Mumbai,January,85.51,240.04,77.9,47.07,124.97,3.32,71.31,201,Poor
Mumbai,January,76.86,237.89,55.52,49.1,102.22,2.76,78.82,187,Moderate
Mumbai,January,75.79,235.95,63,35.42,98.42,3.11,76.64,197,Moderate
Mumbai,January,66.32,191.3,37.01,44.04,81.05,2.37,72.08,163,Moderate
Mumbai,January,68.1,188.89,52.24,50.99,103.22,2.53,72.52,162,Moderate
Mumbai,January,69.37,194.79,62.3,48.31,110.55,2.56,65.72,162,Moderate
Mumbai,January,84.99,231.12,69.76,52.87,122.63,2.99,32.51,200,Moderate
Mumbai,January,93.45,285.55,79.17,26.93,106.1,3.34,33.76,234,Poor
Mumbai,January,51,132.19,38.08,17.6,55.68,2.1,20.34,160,Moderate
Mumbai,January,34.26,109.43,36.32,35.26,71.55,1.94,25.59,114,Moderate
Mumbai,January,26.04,113.83,26.82,41.97,68.62,1.65,29.55,100,Satisfactory
Mumbai,January,53.38,150.95,23.5,70.2,93.7,1.78,37.42,125,Moderate
Mumbai,January,47.4,135.35,22.96,79.41,102.36,1.83,52.07,133,Moderate
Mumbai,January,38.28,122.56,40.28,72.66,112.93,1.84,54.64,131,Moderate
Mumbai,January,36.88,117.84,17.56,68.41,85.97,1.79,34.26,117,Moderate
Mumbai,January,46.01,121.37,11.12,13.44,16.51,2.29,35.58,112,Moderate
Mumbai,January,47.42,125.09,40.19,38.05,78.24,2.12,40.56,118,Moderate
Mumbai,January,51.55,173.72,,,,2.83,48.14,150,Moderate
Mumbai,January,51.24,174.07,,,,2.93,47.64,151,Moderate
Mumbai,February,48.04,153.71,,,,2.3,59.04,146,Moderate
Mumbai,February,50.63,184.82,,,,2.27,59.69,152,Moderate
Mumbai,February,73.37,257.39,,,,3.21,72.76,186,Moderate
Mumbai,February,66.26,217.26,54.58,17.9,72.48,3.25,56.12,201,Poor
Mumbai,February,65.62,209.61,27.48,30.45,57.93,2.73,70.86,164,Moderate
Mumbai,February,43.34,146.7,38.78,23.77,62.55,1.88,65.06,156,Moderate
Mumbai,February,18.67,94.56,40.78,24.61,60.36,1.59,44.44,103,Moderate
Mumbai,February,52.26,203.43,50.54,36.41,86.93,1.64,38.51,132,Moderate
Mumbai,February,86.52,222.61,31.02,30.53,61.57,2.84,55.92,180,Moderate
Mumbai,February,101.67,261.7,39.3,34.5,73.67,3.17,69.16,213,Poor
Mumbai,February,78.47,152.16,73.92,34.45,108.37,2.6,56.51,190,Moderate
Mumbai,February,49.64,100.42,59.57,32.54,92.13,1.91,56.4,139,Moderate
Mumbai,February,47.74,119.49,43.85,30.95,74.8,1.86,68.09,118,Moderate
Mumbai,February,52.57,130.57,64.01,37.75,101.77,2.16,58.37,125,Moderate
Mumbai,February,59.84,168.11,61.17,34.62,95.79,2.37,90.64,165,Moderate
Mumbai,February,54.99,136.62,47.99,32.21,80.21,2.25,83.46,155,Moderate
Mumbai,February,49.87,120.19,50.63,34.17,84.8,2.19,76.99,143,Moderate
Mumbai,February,35.61,84.13,32.41,20.68,53.1,1.67,70.35,114,Moderate
Mumbai,February,38.3,103.84,37.16,21.65,58.81,1.85,56.96,105,Moderate
Mumbai,February,58.39,196.31,53.85,32.52,86.39,2.51,78.9,156,Moderate
Mumbai,February,31.67,126.11,41.11,22.27,63.4,1.84,62.79,140,Moderate
Mumbai,February,35.64,118,54.25,26.2,80.36,1.97,57,119,Moderate
Mumbai,February,27.8,116.06,45.93,24.5,70.45,1.69,45.78,118,Moderate
Mumbai,February,22.69,109.49,54.48,18.29,72.77,1.72,37.63,108,Moderate
Mumbai,February,49.14,133.69,57.22,13.9,71.12,1.92,49.84,106,Moderate
Mumbai,March,15.85,58.71,35.64,12.5,48.15,1.64,63.43,114,Moderate
Mumbai,March,16.82,81.35,41.82,7.43,49.26,1.64,73.28,95,Satisfactory
Mumbai,March,22.15,126.58,29.85,5.5,35.35,1.54,76.26,106,Moderate
Mumbai,March,23.44,92.09,37.33,10.1,47.44,1.67,80.67,113,Moderate
Mumbai,March,25.23,102.94,41.19,15.47,56.67,1.75,80.8,113,Moderate
Mumbai,March,29.13,108.52,40.93,17.87,58.8,1.83,81.24,122,Moderate
Mumbai,March,36.24,132.21,54.51,20.05,74.58,2.14,89.05,151,Moderate
Mumbai,March,30.19,158.13,51.19,17.41,68.6,1.96,61.16,142,Moderate
Mumbai,March,23.72,128.8,40.45,9.46,49.92,1.67,46.22,127,Moderate
Mumbai,March,21.02,92.1,36.52,9.01,45.54,1.54,60.52,109,Moderate
Mumbai,March,23.36,90.2,36.51,10.9,47.41,1.58,97.63,142,Moderate
Mumbai,March,21.54,99.26,42.4,14.7,57.1,1.63,68.64,104,Moderate
Mumbai,March,28.02,113.58,43.47,17.95,61.43,1.73,85.43,124,Moderate
Mumbai,March,39.49,158.64,62.31,25.05,87.36,2.18,89.53,153,Moderate
Mumbai,March,37.52,132.12,46.68,20.46,67.14,1.93,87.21,135,Moderate
Mumbai,March,40.68,145.41,59.73,23.59,83.33,2.28,86.68,137,Moderate
Mumbai,March,27.08,92.8,54.25,10.65,64.89,1.8,65.62,108,Moderate
Mumbai,March,19.81,79.16,40.25,3.53,43.63,1.58,55.06,98,Satisfactory
Mumbai,March,18.03,65.91,46.92,7.2,54.07,1.44,37.28,81,Satisfactory
Mumbai,March,31.96,115.36,46.86,10.21,57.04,1.44,51.37,90,Satisfactory
Mumbai,March,49.58,188.42,69.57,20.72,90.3,,66.28,149,Moderate
Mumbai,March,40.69,151.14,42.96,23.48,66.44,1.71,35.31,147,Moderate
Mumbai,March,34.51,127.47,26.75,10.1,36.82,1.6,29.84,128,Moderate
Mumbai,March,32.94,105.11,29.22,10.48,39.7,1.61,32.64,111,Moderate
Mumbai,March,29.55,100.84,20.58,5.19,25.73,1.5,21.98,98,Satisfactory
Mumbai,March,24.24,89.43,25.92,5.62,31.47,1.49,17.4,101,Moderate
Mumbai,March,18.43,90.53,27.07,5.77,32.73,1.46,14.4,87,Satisfactory
Mumbai,April,19.8,87.09,24.96,2.49,27.18,1.43,13.07,90,Satisfactory
Mumbai,April,22.9,89.81,21.03,18.8,39.82,1.7,43.42,86,Satisfactory
Mumbai,April,27.35,92.65,32.87,29.36,62.24,1.79,35.71,138,Moderate
Mumbai,April,16.91,66.3,33.32,19.55,52.88,1.72,21.67,94,Satisfactory
Mumbai,April,19.09,60.59,36.51,19.43,55.94,1.76,25.83,94,Satisfactory
Mumbai,April,17.84,66.09,43.1,21.09,64.19,1.78,14,95,Satisfactory
Mumbai,April,18.74,71.13,52.31,22.34,74.65,1.85,15.02,98,Satisfactory
Mumbai,April,16.1,59.23,44.91,21.77,66.69,1.78,21.22,95,Satisfactory
Mumbai,April,16.87,60.7,38.38,18.49,56.87,1.73,22.29,93,Satisfactory
Mumbai,April,14.22,52.28,40.36,17.8,58.16,1.77,19.22,94,Satisfactory
Mumbai,April,17.17,64.97,29.93,15.32,45.25,1.74,20.81,92,Satisfactory
Mumbai,April,22.32,76.97,44.14,20.93,65.09,1.83,24.64,96,Satisfactory
Mumbai,April,33.1,114.51,71.9,34.12,103.73,2.06,25.95,109,Moderate
Mumbai,April,22.7,83.82,48.02,30.65,78.67,1.91,15.09,108,Moderate
Mumbai,April,20.7,84.28,32.61,28.62,61.23,1.88,35.39,102,Moderate
Mumbai,April,27.28,106.52,35.04,24.92,59.96,1.85,28.41,101,Moderate
Mumbai,April,13.15,50.12,21.7,20.49,42.2,1.69,19.05,93,Satisfactory
Mumbai,April,21.44,88.17,37.19,34.18,71.36,1.82,32.75,96,Satisfactory
Mumbai,April,21.5,95.76,34.43,27.23,61.67,1.84,21.3,99,Satisfactory
Mumbai,April,22.27,75.24,49.89,34.26,84.15,1.92,23.3,102,Moderate
Mumbai,April,21.17,69.22,35.8,23.45,59.26,1.89,14.96,100,Satisfactory
Mumbai,April,20.98,75.94,38.67,27.14,65.82,1.86,24.44,98,Satisfactory
Mumbai,April,18.09,71.69,42.5,22.31,64.82,1.84,32.45,97,Satisfactory
Mumbai,April,16.24,67.42,26.75,14.65,41.4,1.77,34.41,93,Satisfactory
Mumbai,April,17.48,57.09,25.69,15.74,41.43,1.76,31.8,90,Satisfactory
Mumbai,April,17.19,74.24,28.67,18.72,47.4,1.79,27.22,93,Satisfactory
Mumbai,April,26.23,99.86,53.5,24.73,78.23,1.94,22.74,100,Satisfactory
Mumbai,April,23.77,99.29,29.63,27.13,57.84,1.88,16.98,103,Moderate
Mumbai,April,22.63,88.73,29.2,22.3,51.5,1.85,15.57,97,Satisfactory
Mumbai,April,21.86,85.4,31.26,19.2,50.47,1.84,18.42,96,Satisfactory
Mumbai,May,19.09,89.67,22.92,12.89,35.82,1.77,12.82,90,Satisfactory
Mumbai,May,21.65,114.38,22.82,13.17,36,1.76,23.08,105,Moderate
Mumbai,May,17.93,85.82,29.42,14.87,44.64,1.8,11.7,97,Satisfactory
Mumbai,May,16.54,76.05,27.84,16.35,44.2,1.8,16.35,92,Satisfactory
Mumbai,May,14.8,71.97,21.85,9.55,31.4,1.79,17.61,91,Satisfactory
Mumbai,May,15.73,61.85,30.79,12.71,43.5,1.8,19.01,93,Satisfactory
Mumbai,May,13.48,52.14,37.16,13.09,50.76,1.82,21.85,95,Satisfactory
Mumbai,May,12.89,47.56,23.64,9.3,32.94,1.76,24.36,90,Satisfactory
Mumbai,May,10.95,46.73,26.4,11.28,37.68,1.76,11.22,91,Satisfactory
Mumbai,May,12.8,49.69,23.09,11.68,34.78,1.75,18.84,89,Satisfactory
Mumbai,May,12.96,45.38,32.79,19.48,52.27,1.78,16.01,93,Satisfactory
Mumbai,May,14.62,62.45,36.73,18.89,55.62,1.81,15.75,94,Satisfactory
Mumbai,May,18.73,70.93,23.25,14.77,38.03,1.77,15.94,92,Satisfactory
Mumbai,May,15.43,64.72,35.17,16.34,51.52,1.67,20.13,92,Satisfactory
Mumbai,May,15.19,64.91,30.53,15.87,46.41,1.45,22.69,80,Satisfactory
Mumbai,May,16.01,58.49,25.31,14.07,39.38,1.43,19.94,76,Satisfactory
Mumbai,May,15.25,64.12,40.23,18.31,58.54,1.5,14.32,79,Satisfactory
Mumbai,May,16.14,74.72,54.67,20.05,74.73,1.62,14.88,92,Satisfactory
Mumbai,May,12.37,58.55,38.35,20.27,58.63,1.54,15.65,83,Satisfactory
Mumbai,May,12.04,58.33,31.5,16.87,48.37,1.65,22.67,84,Satisfactory
Mumbai,May,14.62,69.48,25.94,14.59,39.98,1.79,15.14,92,Satisfactory
Mumbai,May,11.08,45.31,20.11,12.09,32.21,1.75,14.77,89,Satisfactory
Mumbai,May,25.61,55.67,37.17,13.9,51.08,1.78,17.17,93,Satisfactory
Mumbai,May,16.84,79.74,32.58,12.8,45.39,1.69,14.79,90,Satisfactory
Mumbai,May,14.03,60.49,25.71,10.11,35.83,1.41,26.22,75,Satisfactory
Mumbai,May,17.07,76.72,28.86,9.62,38.49,1.36,23.81,71,Satisfactory
Mumbai,May,18.11,86.81,29.58,9.78,39.36,1.45,23.04,86,Satisfactory
Mumbai,May,16.57,72.77,30.56,9.8,40.36,1.76,19.96,90,Satisfactory
Mumbai,May,14.93,60.16,25.94,9.83,35.78,1.7,26.66,91,Satisfactory
Mumbai,May,12.88,48.56,26.93,9.69,36.62,1.39,19.95,73,Satisfactory
Mumbai,May,13.92,48.68,31.28,11.04,42.32,1.45,31.89,76,Satisfactory
Mumbai,June,12.38,45.97,32.6,14.13,46.54,1.58,24.38,81,Satisfactory
Mumbai,June,12.49,43.71,32.2,13.65,45.85,1.6,24.89,81,Satisfactory
Mumbai,June,16.91,45.9,26.45,11.69,38.15,1.29,24.56,81,Satisfactory
Mumbai,June,14.51,49.54,16.3,7.05,23.25,0.68,18.91,66,Satisfactory
Mumbai,June,16.41,53.63,12.61,6.38,18.98,0.63,17.04,64,Satisfactory
Mumbai,June,12.41,57.2,17.28,8.5,25.75,0.58,18.84,65,Satisfactory
Mumbai,June,12.86,65.7,23.87,11.45,35.29,0.5,17.37,72,Satisfactory
Mumbai,June,14.42,77.47,25.34,11.93,36.46,0.52,18.69,77,Satisfactory
Mumbai,June,16.3,85.38,27.75,11.54,38.53,0.55,15.94,86,Satisfactory
Mumbai,June,18.41,75.69,27.33,20.97,48.3,0.68,22.76,87,Satisfactory
Mumbai,June,18.13,50.39,22.23,28.04,50.27,0.7,30.22,90,Satisfactory
Mumbai,June,15.48,46.88,25.57,19.26,44.77,0.63,20.67,71,Satisfactory
Mumbai,June,13.64,57.28,21.6,15.52,36.51,0.53,21.85,61,Satisfactory
Mumbai,June,15.87,56.1,23.48,13.6,36.99,0.53,13.58,69,Satisfactory
Mumbai,June,13.97,48.22,23.56,14.4,37.27,0.51,12.83,62,Satisfactory
Mumbai,June,11.64,55.6,17.38,9.91,26.09,0.33,14.62,58,Satisfactory
Mumbai,June,12.33,59.29,17.32,9.55,26.02,0.44,14.3,60,Satisfactory
Mumbai,June,14.3,52.99,17.55,11.91,29.1,0.51,14.79,65,Satisfactory
Mumbai,June,14.45,56.82,22.59,13.23,34.57,0.53,12.38,61,Satisfactory
Mumbai,June,15.98,82.29,27.03,11.25,35.37,0.48,13,80,Satisfactory
Mumbai,June,16.49,78.83,26.62,11.72,35.38,0.46,12.15,82,Satisfactory
Mumbai,June,19.33,88.55,25.32,13.33,35.7,0.46,13.26,84,Satisfactory
Mumbai,June,18.81,88.85,22.83,13.27,33.94,0.43,13.74,90,Satisfactory
Mumbai,June,20.36,80.85,20.8,15.53,36.33,0.54,13.16,92,Satisfactory
Mumbai,June,17.72,53.76,30.17,14.17,44.24,0.52,14.9,71,Satisfactory
Mumbai,June,15.04,49.61,27.65,13.16,40.77,0.47,13.43,63,Satisfactory
Mumbai,June,10.52,31.79,29.74,14.18,43.92,0.51,13.41,60,Satisfactory
Mumbai,June,7.2,31.49,21.04,11.4,32.43,0.44,16.47,59,Satisfactory
Mumbai,June,10.31,34.34,19.59,15.26,34.84,0.49,19.59,63,Satisfactory
Mumbai,June,11.91,39.11,22.59,15.23,35.8,0.53,14.72,59,Satisfactory
Mumbai,July,8.73,24.69,21.26,17.34,38.51,0.55,17.01,59,Satisfactory
Mumbai,July,9.86,21.58,27.78,19.56,47.34,0.59,14.59,61,Satisfactory
Mumbai,July,13.44,31.61,37.74,17.27,54.8,0.62,12.88,67,Satisfactory
